Litterakoodi;Litteraselite;Koodi;Selite;Määrä;Yksikkö;Työ €/h;Työ €/yks.;Työ €;Aine €/yks.;Aine €;Alih €/yks.;Alih €;Vmiehet €/yks.;Vmiehet €;Muu €;Summa
2250;Sokkelielementit / sokkelikuorielementit;22501872;Kuorielementtien Putkikannatukset;55,00;kpl;0,000;0,00;0,00;32,00;1 760,00;18,00;990,00;0,00;0,00;0,00;2 750,00
2500;VSS-rakenteet;2500101;VSS-AP1 : Maanvarainen alapohjalaatta 150TBmm + 50+50ER;0,00;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2500;VSS-rakenteet;25001010;MV-laatan hierto;78,43;m2;38,000;6,66;522,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;522,60
2500;VSS-rakenteet;25001011;MV-laatan betonointi;11,76;m3;38,000;17,96;211,23;165,00;1 941,15;0,00;0,00;0,00;0,00;0,00;2 152,38
2500;VSS-rakenteet;25001012;MV-laatan raudoitus;1 568,61;kg;0,820;0,89;1 389,16;0,81;1 270,57;0,00;0,00;0,00;0,00;0,00;2 659,73
2500;VSS-rakenteet;25001013;MV-laatan eristys EPS 100 LATTIA 100mm;156,86;m2;38,000;4,79;751,05;8,40;1 317,63;0,00;0,00;0,00;0,00;0,00;2 068,68
2500;VSS-rakenteet;25001014;MV-laatan suodatinkangas;78,43;m2;38,000;0,22;17,14;0,35;27,06;0,00;0,00;0,00;0,00;0,00;44,20
2500;VSS-rakenteet;25001015;Radonkaistan asennus Muurin ja MV-laatan liittymään;0,00;jm;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2500;VSS-rakenteet;25001016;Radonkaista, Pilarihaitta;0,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2500;VSS-rakenteet;25001017;Laatan reunojen saumakittaus;35,00;jm;38,000;1,52;53,20;1,20;42,00;0,00;0,00;0,00;0,00;0,00;95,20
2500;VSS-rakenteet;25001018;Betonilattian hionta, liiman poisto;78,43;m2;38,000;1,52;119,21;1,50;117,65;0,00;0,00;0,00;0,00;0,00;236,86
2500;VSS-rakenteet;25001019;MV-laatan eristys, 1 m reuna-alue 100ER;0,00;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2500;VSS-rakenteet;25001020;MV-laatan eristys EPS 100 LATTIA 50mm;0,00;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2500;VSS-rakenteet;2500120;VSS-Ulkoseinät 300mm;82,17;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2500;VSS-rakenteet;25001201;VSS-seinän betonointi, Hox! Xypex lisäaineen tarve määritettävä;23,90;m3;38,000;15,96;381,46;165,00;3 943,71;0,00;0,00;0,00;0,00;0,00;4 325,17
2500;VSS-rakenteet;25001202;VSS-seinän raudoitus;3 410,09;kg;0,820;0,85;2 908,12;0,83;2 813,32;0,00;0,00;0,00;0,00;0,00;5 721,45
2500;VSS-rakenteet;25001203;VSS-Seinien kasettimuottityö+purku+puhdistus;164,34;m2;38,000;20,90;3 434,74;0,00;0,00;0,00;0,00;26,12;4 292,30;0,00;7 727,04
2500;VSS-rakenteet;25001205;Routamatto 100m2  Liikuntasaumaseinään;0,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2500;VSS-rakenteet;2500130;VSS-Sisäpuoliset väliseinät 200mm;12,10;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2500;VSS-rakenteet;25001301;VSS-väliseinän betonointi;2,42;m3;38,000;15,96;38,62;165,00;399,30;0,00;0,00;0,00;0,00;0,00;437,93
2500;VSS-rakenteet;25001302;VSS-väliseinän raudoitus;544,50;kg;0,820;0,85;464,35;0,83;449,22;0,00;0,00;0,00;0,00;0,00;913,57
2500;VSS-rakenteet;25001303;VSS-väliseinien kasettimuottityö+purku+puhdistus;24,20;m2;38,000;20,90;505,78;0,00;0,00;0,00;0,00;26,12;632,07;0,00;1 137,85
2500;VSS-rakenteet;2500140;VSS-Välipohja 300mm;78,36;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2500;VSS-rakenteet;25001401;VSS-VP-laatan hierto;78,36;m2;38,000;6,66;522,12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;522,12
2500;VSS-rakenteet;25001402;VSS-VP-laatan betonointi;23,51;m3;38,000;15,96;375,17;165,00;3 878,67;0,00;0,00;0,00;0,00;0,00;4 253,85
2500;VSS-rakenteet;25001403;VSS-VP-laatan raudoitus;4 152,92;kg;0,820;0,85;3 541,61;0,86;3 563,21;0,00;0,00;0,00;0,00;0,00;7 104,82
2500;VSS-rakenteet;25001404;VSS-VP muottityö+purku+puhdistus;66,60;m2;38,000;27,93;1 860,24;15,29;1 018,37;0,00;0,00;0,00;0,00;874,28;3 752,88
2500;VSS-rakenteet;25001405;VSS-VP reunamuottaus,;11,77;m2;38,000;10,37;122,12;14,42;169,79;0,00;0,00;0,00;0,00;0,00;291,91
2500;VSS-rakenteet;25001406;VSS-VP-sirpaleverkko;78,36;m2;0,820;0,85;66,82;3,05;238,91;0,00;0,00;0,00;0,00;0,00;305,73
2500;VSS-rakenteet;2500150;VSS-SPK-kuilu PV  seinät 200mm + Laatat 150, Tässä molemmat Kuilut;0,00;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2500;VSS-rakenteet;25001501;VSS-kuilun betonointi;0,00;m3;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2500;VSS-rakenteet;25001502;VSS-kuilun raudoitus;0,00;kg;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2500;VSS-rakenteet;25001503;VSS-kuilun muottityö+purku+puhdistus;0,00;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2500;VSS-rakenteet;25001504;Kuilulaatan hierto;0,00;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2500;VSS-rakenteet;25001505;Kuilulaatan betonointi;0,00;m3;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2500;VSS-rakenteet;25001506;Kuilulaatan raudoitus;0,00;kg;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2500;VSS-rakenteet;2500201;PS: Perusmuurikorotus, H=1180, TB300, Pieliseinien alle;12,00;jm;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,22;0,22
2500;VSS-rakenteet;25002011;Perusmuurikorotuksen muotitus;8,88;m2;38,000;19,00;168,72;0,00;0,00;0,00;0,00;6,60;58,61;0,00;227,33
2500;VSS-rakenteet;25002012;Perusmuurikorotuksen raudoitus;12,43;kg;0,820;0,84;10,40;0,78;9,70;0,00;0,00;0,00;0,00;0,00;20,10
2500;VSS-rakenteet;25002013;Perusmuurikorotuksen betonointi;0,62;m3;38,000;14,82;9,21;165,00;102,56;0,00;0,00;0,00;0,00;0,00;111,78
2500;VSS-rakenteet;25003350;VSS-Betonipintojen paikkaus;250,15;m2;38,000;3,80;950,55;0,50;125,07;0,00;0,00;0,00;0,00;0,00;1 075,63
2600;Maanvaraiset alapohjat;2600101;PS: Maanvarainen alapohjalaatta 80TBmm + 70+70ER;417,06;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2600;Maanvaraiset alapohjat;26001070;MV-laatan hierto;417,06;m2;0,000;0,00;0,00;0,00;0,00;7,35;3 065,39;0,00;0,00;0,00;3 065,39
2600;Maanvaraiset alapohjat;26001071;MV-laatan betonointi;33,36;m3;0,000;0,00;0,00;0,00;0,00;175,48;5 854,85;0,00;0,00;0,00;5 854,85
2600;Maanvaraiset alapohjat;26001072;MV-laatan raudoitus;1 626,53;kg;0,820;0,85;1 387,11;0,83;1 341,89;0,00;0,00;0,00;0,00;0,00;2 728,99
2600;Maanvaraiset alapohjat;26001074;Radonkaistan asennus Muurin ja MV-laatan liittymään;286,00;jm;0,000;0,00;0,00;0,00;0,00;9,90;2 831,40;0,00;0,00;0,00;2 831,40
2600;Maanvaraiset alapohjat;26001075;Radonkaista, Pilarihaitta;0,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2600;Maanvaraiset alapohjat;26001076;Laatan reunojen saumakittaus+solumuovinauha;290,00;jm;38,000;6,78;1 967,07;2,70;783,00;0,00;0,00;0,00;0,00;0,00;2 750,07
2600;Maanvaraiset alapohjat;26001077;Betonilattian hionta, liiman poisto;417,06;m2;38,000;3,80;1 584,83;1,50;625,59;0,00;0,00;0,00;0,00;0,00;2 210,41
2600;Maanvaraiset alapohjat;26001078;MV-laatan eristys EPS 100 LATTIA 70mm;834,12;m2;38,000;3,19;2 662,51;4,57;3 813,92;0,00;0,00;0,00;0,00;0,00;6 476,43
2600;Maanvaraiset alapohjat;26001079;MV-laatan eristys EPS 100 LATTIA 100mm;0,00;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2830;Sisäänkäyntitasot ja -katokset;28303070;Porrasaskelmien hierto;0,80;m2;38,000;6,66;5,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,33
2830;Sisäänkäyntitasot ja -katokset;28303071;Porras askelmien betonointi;0,24;m3;38,000;15,96;3,83;147,66;35,44;0,00;0,00;0,00;0,00;0,00;39,27
2830;Sisäänkäyntitasot ja -katokset;28303072;Porrasaskelmien raudoitus;6,56;kg;0,820;0,90;5,92;0,83;5,41;0,00;0,00;0,00;0,00;0,00;11,33
2830;Sisäänkäyntitasot ja -katokset;28303073;Portaan alapuolinen eristys 120mm XPS ER;0,00;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2830;Sisäänkäyntitasot ja -katokset;28303075;Porrasaskelmien muotitus;0,45;m2;38,000;190,00;85,50;37,71;16,97;0,00;0,00;0,00;0,00;0,00;102,47
2830;Sisäänkäyntitasot ja -katokset;2830321;PS: Ulkop.RV-laatta TB 80..100 , ER50, Vahvennos reunassa 500/500;14,49;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,17;0,17
2830;Sisäänkäyntitasot ja -katokset;28303270;Ulkop.-laatan hierto;14,49;m2;38,000;8,38;121,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;121,38
2830;Sisäänkäyntitasot ja -katokset;28303271;Ulkop.-laatan betonointi;2,32;m3;38,000;14,36;33,29;158,70;367,83;0,00;0,00;0,00;0,00;0,00;401,12
2830;Sisäänkäyntitasot ja -katokset;28303272;Ulkop.-laatan raudoitus;142,94;kg;0,820;0,85;121,90;0,83;117,93;0,00;0,00;0,00;0,00;0,00;239,83
2830;Sisäänkäyntitasot ja -katokset;28303273;Ulkop.-laatan suodatinkangas;14,49;m2;38,000;0,22;3,17;0,35;5,00;0,00;0,00;0,00;0,00;0,00;8,16
2830;Sisäänkäyntitasot ja -katokset;28303274;RV-laatan muotitus;7,60;m2;38,000;79,80;606,48;15,05;114,39;0,00;0,00;0,00;0,00;0,00;720,87
2830;Sisäänkäyntitasot ja -katokset;28303275;RV-laatan betonointilisä;2,40;m3;38,000;14,36;34,47;151,80;364,32;0,00;0,00;0,00;0,00;0,00;398,79
2830;Sisäänkäyntitasot ja -katokset;28303276;RV-laatan eristys EPS 100 LATTIA 50mm;14,49;m2;38,000;6,38;92,48;3,27;47,31;0,00;0,00;0,00;0,00;0,00;139,79
2830;Sisäänkäyntitasot ja -katokset;28303277;RV-laatan eristys EPS 100 LATTIA 100mm;14,49;m2;38,000;6,38;92,48;6,53;94,62;0,00;0,00;0,00;0,00;0,00;187,10
2830;Sisäänkäyntitasot ja -katokset;2830341;PS: Sisäänkäyntien ja terassien ulkoportaat N225/S400;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2830;Sisäänkäyntitasot ja -katokset;2830350;Sisäänkäynnin Teräspilarit 150x150x5, H=2750;4,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00
2830;Sisäänkäyntitasot ja -katokset;28303501;Teräspilarit 150x150x5, H=2750;161,28;kg;0,000;0,00;0,00;6,36;1 026,34;0,00;0,00;0,00;0,00;0,00;1 026,34
2830;Sisäänkäyntitasot ja -katokset;28303502;Teräspilarin asennus;4,00;kpl;38,000;10,93;43,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;43,70
2830;Sisäänkäyntitasot ja -katokset;28303503;Teräspilareiden juotosbetonointi, H=2750;0,00;m3;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2830;Sisäänkäyntitasot ja -katokset;2830355;PS: Asuntojen kestopuuterassit, neliöpohjainen;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2830;Sisäänkäyntitasot ja -katokset;28303571;Terassilaudoitus, Kestopuu 28x120;0,00;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2830;Sisäänkäyntitasot ja -katokset;28303572;Terassilaudoitus, Kestopuu 28x120, Terassin reunat ja päädyt;7,32;m2;38,000;15,20;111,26;20,99;153,61;0,00;0,00;0,00;0,00;0,00;264,87
2830;Sisäänkäyntitasot ja -katokset;28303573;Terassin kannatus sokkeliin, Kestopuu 48x123;12,00;jm;38,000;5,70;68,40;3,15;37,74;0,00;0,00;0,00;0,00;0,00;106,14
2830;Sisäänkäyntitasot ja -katokset;28303574;Terassin kannatus etulaidasta, Kestopuu 48x173;12,00;m2;38,000;5,70;68,40;6,05;72,60;0,00;0,00;0,00;0,00;0,00;141,00
2830;Sisäänkäyntitasot ja -katokset;28303577;Terassin runko, Kestopuu 48x173 k600;13,46;m2;38,000;4,56;61,36;9,74;131,00;0,00;0,00;0,00;0,00;0,00;192,37
2830;Sisäänkäyntitasot ja -katokset;2830360;Sisäänkäynnin katon Teräspalkit UPE160, L=5500;0,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2830;Sisäänkäyntitasot ja -katokset;28303601;Teräspalkki UPE160, L=2000;176,80;kg;0,000;0,00;0,00;0,00;0,00;3,60;636,48;0,00;0,00;0,00;636,48
2830;Sisäänkäyntitasot ja -katokset;28303602;Teräspalkin UPE Päätylaput työstöineen;78,50;kg;0,000;0,00;0,00;0,00;0,00;4,02;315,93;0,00;0,00;0,00;315,93
2830;Sisäänkäyntitasot ja -katokset;28303603;Teräspalkin UPE Muut reiät ja työstöt;0,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2830;Sisäänkäyntitasot ja -katokset;28303604;Teräspalkin UPE asennus, omatyö;0,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2830;Sisäänkäyntitasot ja -katokset;28303605;Teräspalkin UPE asennus hitsattuna;0,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2830;Sisäänkäyntitasot ja -katokset;28303606;Kiinnityslatat UPE k xxx lisähintavaraus;0,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2830;Sisäänkäyntitasot ja -katokset;2830361;Sisäänkäynnin Teräspilarit UPE160, H=2600;4,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2830;Sisäänkäyntitasot ja -katokset;2830370;PS: Teräspalkki IPE100, L=3000;1,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2830;Sisäänkäyntitasot ja -katokset;28303701;Teräspalkki IPExxx, L=xxxx;141,35;kg;0,000;0,00;0,00;0,00;0,00;3,60;508,84;0,00;0,00;0,00;508,84
2830;Sisäänkäyntitasot ja -katokset;28303702;Teräspalkin IPE Päätylaput työstöineen;0,00;kg;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2830;Sisäänkäyntitasot ja -katokset;28303703;Teräspalkin IPE Muut reiät ja työstöt;0,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2830;Sisäänkäyntitasot ja -katokset;28303704;Teräspalkin IPE asennus, omatyö;4,00;kpl;38,000;49,40;197,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;197,60
2830;Sisäänkäyntitasot ja -katokset;28303705;Teräspalkin IPE asennus hitsattuna;0,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2830;Sisäänkäyntitasot ja -katokset;28303706;Kiinnityslatat IPE k xxx lisähintavaraus;21,00;kpl;0,000;0,00;0,00;0,00;0,00;10,00;210,00;0,00;0,00;0,00;210,00
2830;Sisäänkäyntitasot ja -katokset;2830371;PS: Teräspalkki IPE100, L=3450;1,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2830;Sisäänkäyntitasot ja -katokset;28303711;Katon alapinnan koolaus 22x100  k400;16,01;m2;38,000;5,70;91,25;2,66;42,52;0,00;0,00;0,00;0,00;0,00;133,77
2830;Sisäänkäyntitasot ja -katokset;2830372;PS: Teräspalkki IPE100, L=5500;2,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2830;Sisäänkäyntitasot ja -katokset;2830401;Sisäänkäynnin Vesikattorakenteet  + Vesikate + Varusteet;16,01;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2830;Sisäänkäyntitasot ja -katokset;28304010;Kattopalkisto 48x123 k800, L=3600;8,00;kpl;38,000;10,45;83,60;9,50;76,00;0,00;0,00;0,00;0,00;0,00;159,60
2830;Sisäänkäyntitasot ja -katokset;28304011;Sisäänkäyntikatoksen otsalaudoitus;0,00;jm;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2830;Sisäänkäyntitasot ja -katokset;28304012;Kattopintojen OSB-levytys;16,01;m2;38,000;5,02;80,30;10,58;169,37;0,00;0,00;0,00;0,00;0,00;249,67
2830;Sisäänkäyntitasot ja -katokset;28304013;Katon rännikourut;0,00;jm;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2830;Sisäänkäyntitasot ja -katokset;28304014;Katon syöskytorvet;0,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2830;Sisäänkäyntitasot ja -katokset;28304015;Vesikate VE20...40, kumibitumikermein;16,01;m2;0,000;0,00;0,00;0,00;0,00;29,40;470,64;0,00;0,00;0,00;470,64
3020;Rungon teräsosat;3020201;Teräspilari ( Sivu x Sivu x Paksuus), H=Korkeus;0,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3020;Rungon teräsosat;30202010;Teräspilari ( Sivu x Sivu x Paksuus), H=Korkeus;0,00;kg;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3020;Rungon teräsosat;30202021;Teräspilarin Päätylaput työstöineen;0,00;kg;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3020;Rungon teräsosat;30202022;Teräspilarin Muut reiät ja työstöt;0,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3020;Rungon teräsosat;30202023;Teräspilarin asennus, sis. juotos + hitsaus;0,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3020;Rungon teräsosat;30202024;Teräspilarin asennus hitsattuna;0,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3020;Rungon teräsosat;30202025;Teräspilareiden juotosbetonit;0,00;m3;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3020;Rungon teräsosat;30202026;Teräspilarien raudoitus;0,00;kg;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3020;Rungon teräsosat;3020291;PS: Teräsputkipalkit, Suorakaide ( Sivu x Sivu x Paksuus) L=Pituus;0,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3020;Rungon teräsosat;30202911;Teräsputkipalkki Suorakaide,  ( Sivu x Sivu x Paksuus) L=xxxx;0,00;kg;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3020;Rungon teräsosat;30202912;Teräsputkipalkki, Suorakaide, Päätylaput työstöineen;0,00;kg;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3020;Rungon teräsosat;30202913;Teräsputkipalkki, Suorakaide, Muut reiät ja työstöt;0,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3020;Rungon teräsosat;30202914;Teräsputkipalkki, Suorakaide, asennus, omatyö;0,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3020;Rungon teräsosat;30202915;Teräsputkipalkki, Suorakaide, asennus hitsattuna;0,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3020;Rungon teräsosat;30202916;Kiinnityslatat Teräsputkipalkki, Suorakaide, k xxx lisähintavaraus;0,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3020;Rungon teräsosat;3020420;PS:DELTA-Palkit;0,00;jm;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3020;Rungon teräsosat;30204281;Delta-Palkit D26-400-10;0,00;jm;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3020;Rungon teräsosat;30204282;Delta-Palkin asennus;7,00;kpl;38,000;133,00;931,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;931,00
3020;Rungon teräsosat;30204283;Deltapalkkien betonointi;0,00;m3;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3020;Rungon teräsosat;30204284;Delta-Palkkien liitososat arvio;0,00;jm;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3020;Rungon teräsosat;30204285;Delta-Palkit D32 ja D37 konepajatöineen TARJOUS;7,00;kpl;0,000;0,00;0,00;1 571,43;11 000,00;0,00;0,00;0,00;0,00;0,00;11 000,00
3020;Rungon teräsosat;3020520;PS:PETRA-Palkit;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3020;Rungon teräsosat;30205281;PETRA 265-1200;0,00;kpl;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3020;Rungon teräsosat;30205282;Petra-palkin asennus;12,00;kpl;38,000;30,40;364,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;364,80
3020;Rungon teräsosat;30205283;PETRA special 370-L480-620, 370-st370;10,00;kpl;0,000;0,00;0,00;170,00;1 700,00;0,00;0,00;0,00;0,00;0,00;1 700,00
3020;Rungon teräsosat;30205284;PETRA special 320-L480-620, 320-st320;2,00;kpl;0,000;0,00;0,00;165,00;330,00;0,00;0,00;0,00;0,00;0,00;330,00
3110;Väliseinäelementit;3110101;PS: V- Väliseinäelementit TB180, 184,51 brm2, 148,57 nm2, 12 kpl;184,51;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3110;Väliseinäelementit;31101010;V-seinäelementtien asennus;119,00;kpl;38,000;100,32;11 938,08;41,95;4 992,05;0,00;0,00;7,50;892,50;0,00;17 822,63
3110;Väliseinäelementit;31101011;V- Elementtien pystysaumasbetonit;119,00;kpl;0,000;0,00;0,00;14,80;1 761,20;0,00;0,00;0,00;0,00;0,00;1 761,20
3110;Väliseinäelementit;31101012;V-Väliseinäelementit TB180,;184,51;m2;0,000;0,00;0,00;80,00;14 760,80;0,00;0,00;0,00;0,00;0,00;14 760,80
3110;Väliseinäelementit;3110102;PS: V- Väliseinäelementit TB200, 1539,47 brm2, 1401,88 nm2, 107 kpl;1 539,47;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3110;Väliseinäelementit;31101022;V-Väliseinäelementit TB200;1 539,47;m2;0,000;0,00;0,00;82,00;126 236,54;0,00;0,00;0,00;0,00;0,00;126 236,54
3120;Ontelo-, Massiivi- ja tulppalaatat;31200390;PS:  Ontelokentän alapinnan Viemäreiden Painelaatikot;6,00;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3120;Ontelo-, Massiivi- ja tulppalaatat;31201903;Painelaatikon raudoitus;8,64;kg;0,000;0,00;0,00;0,83;7,13;0,00;0,00;0,00;0,00;0,00;7,13
3120;Ontelo-, Massiivi- ja tulppalaatat;31201904;Painelaatikon betonointi;0,43;m3;0,000;0,00;0,00;155,40;67,13;0,00;0,00;0,00;0,00;0,00;67,13
3120;Ontelo-, Massiivi- ja tulppalaatat;31201905;Viemärin painelaatikoiden työ;6,00;kpl;38,000;114,00;684,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;684,00
3120;Ontelo-, Massiivi- ja tulppalaatat;3120201;PS: L-Massiivilaatta elementit TB240, PRSH 201 brm2, 193,53 nm2, 22 kpl;218,62;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3120;Ontelo-, Massiivi- ja tulppalaatat;31202010;Massiivilaattojen asennus, sis.tukkolautojen asennuksen;25,00;kpl;38,000;64,60;1 615,00;13,25;331,25;0,00;0,00;0,00;0,00;0,00;1 946,25
3120;Ontelo-, Massiivi- ja tulppalaatat;31202011;Massiivilaattojen saumabetonointi;25,00;kpl;0,000;0,00;0,00;16,28;407,00;0,00;0,00;0,00;0,00;0,00;407,00
3120;Ontelo-, Massiivi- ja tulppalaatat;31202012;Massiivilaatta L- TB 240;218,62;m2;0,000;0,00;0,00;120,00;26 234,40;0,00;0,00;0,00;0,00;0,00;26 234,40
3120;Ontelo-, Massiivi- ja tulppalaatat;31202013;Massiivilaattojen tukkolaudoitus < 150mm;190,00;jm;38,000;5,70;1 083,00;3,86;733,88;0,00;0,00;0,00;0,00;0,00;1 816,88
3120;Ontelo-, Massiivi- ja tulppalaatat;31202092;Ontelokentän PV-kaistat betonointi;54,95;m3;38,000;15,20;835,16;155,40;8 538,45;0,00;0,00;0,00;0,00;0,00;9 373,62
3120;Ontelo-, Massiivi- ja tulppalaatat;31202093;Ontelokentän PV-kaistat raudoitus;2 112,00;kg;0,820;0,84;1 766,48;0,83;1 742,40;0,00;0,00;0,00;0,00;0,00;3 508,88
3120;Ontelo-, Massiivi- ja tulppalaatat;31202094;Ontelokentän PV-kaistat muotitus;145,00;m2;38,000;5,70;826,50;18,69;2 710,52;0,00;0,00;0,00;0,00;0,00;3 537,02
3120;Ontelo-, Massiivi- ja tulppalaatat;31202095;Ontelokentän tukkolaudoitukset;500,00;jm;38,000;3,80;1 900,00;3,86;1 931,25;0,00;0,00;0,00;0,00;0,00;3 831,25
