Litterakoodi;Litteraselite;Koodi;Selite;Määrä;Yksikkö;Työ €/h;Työ €/yks.;Työ €;Aine €/yks.;Aine €;Alih €/yks.;Alih €;Vmiehet €/yks.;Vmiehet €;Muu €;Summa
4700;Kaiteet ja parvekelasitukset;47002013;Parvekelasitus Lasikaiteen päälle ML3;0,00;jm;0,000;;4702.71;0,00;0,00;NaN;NaN;0,00;;-3007,62;0,00
2250;Sokkelielementit / sokkelikuorielementit;22501072;PS: KE- Sokkelikuorielementit H=700-1200mm, TB120;69,96;m2;NaN;0,00;;120,00;8 395,04;;0,00;;0,00;0,00;8 395,04
4300;Puuovet;43005010;Väliovet, ASENNUS;5,00;kpl;NaN;NaN;0,00;2,00;-445.29;45,00;NaN;1.154e+02;0,00;0,00;235,00
5660;Parketti ja laminaatti;56601010;Lattialaminaatti asennettuna;1 921,13;m2;0,000;0,00;0,00;NaN;1021.49;22,05;42 360,83;;0,00;2.452e+03;42 360,83
8350;Muut siirtokoneet, henkilönostimet;83503502;Kuukulkijat;1,00;erä;;0,00;0,00;0,00;;0,00;-716.59;2 560,00;NaN;0,00;2 560,00
5350;Akustoivat alakatot;5350101;AK 4 : Avattava ja akustoiva katto T-listoilla 600x600, 2-3 KRS PRSH;0,00;erä;0,000;0,00;0,00;0,00;0,00;;0,00;;;0,00;0,00
3120;Ontelo-, Massiivi- ja tulppalaatat;31202272;Ontelolaattojen saumabetonit;77,59;m3;NaN;0,00;NaN;155,40;12 057,46;0,00;4.894e+03;0,00;0,00;0,00;23 275,86
4300;Puuovet;4300301;Väliovi VO  7/10x21, laakaovi, karmi 92mm;0,00;erä;NaN;0,00;NaN;0,00;0,00;0,00;NaN;;0,00;-3 021,24;-89,97
2250;Sokkelielementit / sokkelikuorielementit;22501471;AV/AK- Sokkelielementtien asennus;4,00;kpl;38,000;64,60;258,40;39,27;157,08;0,00;0,00;0,00;0,00;0,00;742,99
4520;Kipsialakatot;4520250;EI30 Alaslaskettu kipsikatto, 1 KRS PRSH,  ALIURAKKANA;0,00;erä;0,000;;0,00;;0,00;;0,00;NaN;NaN;;0,00
4510;Kipsiväliseinät;45102030;Kevyen seinän runko + levytys (13+66+13);0,00;m2;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;920789158.41
3600;Kattotasot ja parvekkeet;36007703;Seinävierustan Sika Multiseal Bitumiteippaus;136,76;jm;38,000;;1 039,36;;707,72;NaN;0,00;0,00;0,00;0,00;676873942.31
4600;Irtaimistokopit ja erityisväliseinät;46001010;Irtaimistokopit Kaustisen elementtivalmiste;46,00;as;NaN;0,00;0,00;0,00;NaN;;NaN;0,00;0,00;NaN;25276,75
8620;Vesilaskut;86206001;Työmaan vesi;240,00;m3;0,000;0,00;0,00;NaN;2 304,00;0,00;NaN;0,00;0,00;NaN;2 304,00
2830;Sisäänkäyntitasot ja -katokset;28303573;Terassin kannatus sokkeliin, Kestopuu 48x123;12,00;jm;38,000;5,70;68,40;3,15;37,74;0,00;;;0,00;0,00;106,14
2200;Anturat ja perusmuurit;22002072(1);Pilarianturan betonointi;0,70;m3;38,000;14,82;10,37;123,90;-1.978e+03;0,00;0,00;NaN;0,00;0,00;-97
5110;Vesikattovarusteet, tikkaat yms.;51101017;Parvekkeiden sisäpuolinen vedenpoisto;0,00;erä;1769.28;-3853,55;0,00;0,00;0,00;NaN;0,00;;;0,00;-431.88
2830;Sisäänkäyntitasot ja -katokset;2830371;PS: Teräspalkki IPE100, L=3450;1,00;kpl;0,000;0,00;0,00;;0,00;0,00;0,00;;NaN;0,00;0,00
5560;Julkisivun puu- ja levyverhoukset;5560107;Ikkunan ulkopuoliset puiset smyygiverhoilut;0,00;jm;0,000;-3173,31;0,00;0,00;0,00;0,00;NaN;0,00;;-1812,51;0,00
5550;Julkisivurappaus;5550201;Julkisivun Levyrappaus;1 487,00;m2;;NaN;0,00;0,00;0,00;0,00;NaN;0,00;0,00;0,00;-678
2500;VSS-rakenteet;25001506;Kuilulaatan raudoitus;0,00;kg;;0,00;NaN;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8320;Ajoneuvonosturit;83203201;Autonosturi esim. Liebherr;1,50;kk;0,000;0,00;0,00;0,00;;;6 780,00;;0,00;0,00;-6 780,00
1200;Maankaivu;12005050;Suodatinkangas KL 2 kerroksen pohjalle;851,42;m2;0,000;;0,00;1,15;979,13;0,45;-7.890e+02;0,00;0,00;0,00;1992,64
2200;Anturat ja perusmuurit;2200103;PS: Nauha-antura ( 650 x 1400 );10,90;jm;;0,00;;;0,00;0,00;0,00;0,00;;0,00;-685
3700;Ullakko- ja kattorakenteet;3700731;Vesikaton Kattoluukku 600x600;0,00;erä;NaN;NaN;NaN;0,00;0,00;0,00;0,00;0,00;0,00;;0.00
4700;Kaiteet ja parvekelasitukset;4700102;Sisäpuoliset teräskäsijohteet;0,00;erä;-1 596,76;0,00;;0,00;-2.905e+03;0,00;0,00;0,00;0,00;NaN;0,00
3020;Rungon teräsosat;30205284;PETRA special 320-L480-620, 320-st320;2,00;kpl;0,000;-4012.56;NaN;165,00;330,00;0,00;0,00;NaN;NaN;;-330.00
3700;Ullakko- ja kattorakenteet;3700721;Ullakon eristyksen tukiseinät ristikkoväleihin;0,00;erä;0,000;0,00;NaN;0,00;;;0,00;0,00;0,00;0,00;0,00
5560;Julkisivun puu- ja levyverhoukset;556027513;Palosuojakäsittely paneelille;0,00;m2;0,000;0,00;0,00;0,00;NaN;;0,00;0,00;;0,00;0,00
2600;Maanvaraiset alapohjat;26001070;MV-laatan hierto;417,06;m2;0,000;0,00;NaN;NaN;0,00;;3 065,39;0,00;0,00;3 266,86;3 065,39
1800;Ulkovarusteet;18001001;Leikkiset, leikkivälineet;1,00;erä;0,000;0,00;0,00;NaN;;1 800,00;1 800,00;NaN;0,00;0,00;-1800,00
2600;Maanvaraiset alapohjat;26001079;MV-laatan eristys EPS 100 LATTIA 100mm;0,00;m2;0,000;;0,00;;0,00;0,00;0,00;0,00;0,00;;
5240;Märkätilojen laatoitukset;52401015;Laattojen haalauskulut;834,17;m2;32,000;NaN;1 067,73;;0,00;NaN;;0,00;;0,00;2997.10
5690;Mattolattiat pohjatöineen;56901053;Mattotöiden aloitusmaksu;0,00;erä;;0,00;0,00;0,00;0,00;0,00;;0,00;NaN;0,00;0,00
4510;Kipsiväliseinät;4510201;Kevyt väliseinä (13+66+13) Tavanomainen;0,00;m2;;0,00;NaN;0,00;-690.50;0,00;;0,00;0,00;NaN;0,00
8180;Telineet ja julkisivunostimet;81801805;Porrastorni 4 - 10m, Kulkutieksi;0,00;erä;0,000;0,00;NaN;0,00;0,00;0,00;NaN;;0,00;NaN;0,00
9400;Talvilisätyöt;94004002;Talvilisätyöt, Rungon urakkamaksut;3 307,50;kem2;2,550;1,28;4 217,06;0,00;0,00;0,00;0,00;0,00;0,00;NaN;4 217,06
4330;Metalliovet, -ikkunat ja lasiseinät;43301512;Alumiinilasiseinän sisäpuolen pellitykset;29,24;jm;0,000;0,00;0,00;0,00;NaN;;201,76;0,00;;0,00;
4530;Kipsihormit;45302991;Hormiseinän äänieristemassaus;430,97;jm;38,000;;;NaN;NaN;0,00;NaN;0,00;0,00;;943,82
4100;Puu- ja muovi-ikkunat, parvekeovet;41001073;MSEA- MEK -ikkunoiden elastiset kittaukset HOX: sisäpinta;0,00;jm;0,000;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5110;Vesikattovarusteet, tikkaat yms.;51101015;Katon rännikourut;0,00;jm;0,000;0,00;;2091.00;0,00;0,00;0,00;0,00;0,00;;-977,55
3700;Ullakko- ja kattorakenteet;37007325;SP-ikkunakorokkeen HS + 2xKPS-levytys;9,00;m2;38,000;31,92;-3 055,97;17,13;154,17;0,00;0,00;;NaN;0,00;1191,13
1200;Maankaivu;1200601;Rakennekerrokset, asfaltti ja laatoitusalueet, -100mm valmiista pinnasta ( PR1 osuus );0,00;erä;0,000;0,00;;0,00;NaN;-3 747,64;0,00;;NaN;0,00;
1800;Ulkovarusteet;18001012;Lipputanko;0,00;erä;;0,00;;0,00;;;0,00;0,00;;NaN;-504,24
1800;Ulkovarusteet;18001024;Rullattavat jäteastiat;0,00;erä;0,000;NaN;NaN;;NaN;0,00;-1.407e+02;;0,00;0,00;0,00
;;;;;;;;NaN;;1 301 425,71;;NaN;;;1 096 052,03;5 816 410,29
9700;Työntekijöiden palkanlisät;97007001;Työntekijöiden Matkakulut ja majoituskulut;1,00;kk;NaN;4634,75;1 088,00;NaN;4.023e+03;NaN;NaN;0,00;-3238.94;NaN;267801950.62
2830;Sisäänkäyntitasot ja -katokset;2830350;Sisäänkäynnin Teräspilarit 150x150x5, H=2750;4,00;kpl;;NaN;0,00;0,00;0,00;0,00;0,00;0,00;;;-1.00
2080;Perustusten vedeneristys;20801033;MP seinän pystyeriste EPS 120 PRO ROUTA, maata vasten 50mm;99,79;m2;NaN;6,35;633,29;;408,55;;NaN;0,00;0,00;-2878.25;973637774.71
2500;VSS-rakenteet;25001301;VSS-väliseinän betonointi;2,42;m3;38,000;15,96;38,62;165,00;;0,00;0,00;0,00;2.122e+03;;-437,93
3550;Ulkoseinät elementteinä, puu;35502020;Puu-ulkoseinäelementtien alajuoksut ja haittatyöt;103,63;jm;38,000;13,30;NaN;7,42;768,94;0,00;0,00;0,00;0,00;1079,04;2 147,22
8320;Ajoneuvonosturit;83203202;Autonosturi esim. Liebherr, Tuonti ja vienti;2,00;krt;0,000;0,00;;NaN;;480,00;960,00;;0,00;0,00;-960,00
5690;Mattolattiat pohjatöineen;56901052;Lattioiden suojaus, sis.materiaalit;143,38;m2;0,000;;0,00;;;2,00;NaN;0,00;3305,49;0,00;286,75
3550;Ulkoseinät elementteinä, puu;35502071;Puu-ulkoseinäelementin asennus 2 KRS;0,00;kpl;0,000;0,00;0,00;;;0,00;0,00;0,00;0,00;0,00;0,00
3700;Ullakko- ja kattorakenteet;3700772;Ullakon osuuden 48x98 koolaus + TS levytys,Rappauslevyn taakse;210,00;m2;0,000;NaN;;3.465e+02;;0,00;NaN;-4095.53;0,00;2,00;-2,00
1450;Ponttaus;1450201;PONTTAUS, KAARNATIEN OSUUS PONTTAUKSESTA;1,00;erä;NaN;0,00;0,00;NaN;;37 500,00;37 500,00;NaN;0,00;0,00;173333980.61
5240;Märkätilojen laatoitukset;52401032;Lattialaatoituksen vesieriste;302,16;m2;0,000;0,00;0,00;0,00;NaN;17,50;5 287,78;0,00;-3.014e+03;NaN;5 287,78
2200;Anturat ja perusmuurit;22004270;Perusmuurikorotuksen muotitus;13,32;m2;38,000;19,00;253,09;;0,00;;0,00;6,60;87,91;;950550190.88
9120;Kopiot, IT-, AV-, tstotarvike, Huoltokirja;91201205;Työmaan Laaduntarkkailujärjestelmä;1,00;erä;;0,00;;-593.42;5 700,00;0,00;0,00;0,00;0,00;0,00;
8140;Katualueen vuokrat;81401401;Katualueiden vuokrat;67,00;vrk;NaN;0,00;0,00;NaN;;0,00;NaN;0,00;0,00;;1 507,50
6300;Laitteet ja kodinkoneet;63001020;Kodinkoneiden asennus;172,00;kpl;0,000;0,00;0,00;;4552,14;40,00;6 880,00;0,00;0,00;-3.807e+03;6 880,00
3120;Ontelo-, Massiivi- ja tulppalaatat;31202214;KLxx - Kuorilaatta TBxxx, KLxx=xxkpl,;0,00;m2;0,000;0,00;NaN;0,00;;NaN;0,00;0,00;0,00;NaN;197030755.56
2200;Anturat ja perusmuurit;22002070;Pilarin suojavalumuotitus;3,00;kpl;;7,60;22,80;NaN;15,00;0,00;0,00;0,00;0,00;0,00;26.94
2830;Sisäänkäyntitasot ja -katokset;28303711;Katon alapinnan koolaus 22x100  k400;16,01;m2;38,000;;91,25;2,66;;NaN;NaN;0,00;0,00;0,00;-134
2500;VSS-rakenteet;25001501;VSS-kuilun betonointi;0,00;m3;0,000;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;995249725.92
4700;Kaiteet ja parvekelasitukset;47002050;Parvekkeen Pinnakaide lasikaiteen päälle H=1050;46,00;jm;-3 287,38;0,00;0,00;0,00;0,00;400,00;;NaN;0,00;1436,67;18 400,00
8180;Telineet ja julkisivunostimet;81801802;Mastolavat;6,00;kk;0,000;4720,82;0,00;0,00;0,00;;0,00;6 460,00;38 760,00;0,00;46 444,42
3020;Rungon teräsosat;30205282;Petra-palkin asennus;12,00;kpl;38,000;;364,80;0,00;0,00;;0,00;0,00;NaN;3.416e+03;
5240;Märkätilojen laatoitukset;52401030;Lattialaatoituksen pohjatyöt;288,56;m2;0,000;0,00;0,00;10,00;2 885,59;NaN;3 751,26;0,00;0,00;;121365974.97
9120;Kopiot, IT-, AV-, tstotarvike, Huoltokirja;91201203;Työmaatoimiston ylläpito;11,00;kk;0,000;-2.491e+03;;0,00;0,00;NaN;1 694,00;0,00;0,00;0,00;1 694,00
3020;Rungon teräsosat;30204284;Delta-Palkkien liitososat arvio;0,00;jm;NaN;0,00;;0,00;0,00;0,00;;0,00;;0,00;0,00
3150;Porraselementit;31505070;Porraselementin asennus;5,00;kpl;38,000;98,80;494,00;;0,00;135,00;;0,00;0,00;0,00;1 169,00
5560;Julkisivun puu- ja levyverhoukset;5560275;Ulkoverhouspaneeli  Vaaka UYV 23x120, sis.vedetty parveke;39,40;m2;0,000;NaN;0,00;;0,00;;0,00;0,00;0,00;;0,00
3120;Ontelo-, Massiivi- ja tulppalaatat;31201904;Painelaatikon betonointi;0,43;m3;NaN;0,00;NaN;155,40;67,13;0,00;0,00;0,00;0,00;0,00;67,13
5260;Puulistoitukset;5260101;Jalkalistoitukset  12 x 42;0,00;erä;0,000;-3385,84;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
4100;Puu- ja muovi-ikkunat, parvekeovet;4100301;PS: IK - (MEK)- Kiinteät ikkunat, m²-pohjainen;260,90;m2;0,000;0,00;0,00;0,00;0,00;0,00;NaN;0,00;0,00;0,00;0,00
6110;Huoneistojen kalusteet;61101013;Kalusteiden haalaukset asuntoihin;1,00;erä;0,000;0,00;0,00;0,00;0,00;6 000,00;6 000,00;0,00;;0,00;17966,48
6110;Huoneistojen kalusteet;61101012;Keittiöiden lisähinnat ja tilaukset;0,00;as;0,000;;0,00;NaN;0,00;0,00;0,00;0,00;0,00;0,00;
2830;Sisäänkäyntitasot ja -katokset;28303274;RV-laatan muotitus;7,60;m2;38,000;;NaN;;;0,00;0,00;NaN;0,00;0,00;
2250;Sokkelielementit / sokkelikuorielementit;22501372;PS: AS- Sokkelielementit H=1135mm, ( TB90 + 100ER + TB180 );10,52;m2;0,000;0,00;;210,00;2 210,05;;0,00;;0,00;;86067108.17
6200;Varusteet;62002020;Sisäänkäynnin talovarusteet;1,00;erä;0,000;-680,38;0,00;730,00;730,00;0,00;0,00;0,00;0,00;0,00;730,00
2200;Anturat ja perusmuurit;22002077;Peruspulttiryhmä Pilarianturaan;3,00;kpl;;4,56;NaN;22,00;;0,00;-2 194,44;;0,00;0,00;79,68
5110;Vesikattovarusteet, tikkaat yms.;51101013;Katon lumiesteet;0,00;jm;;0,00;0,00;NaN;0,00;0,00;0,00;0,00;0,00;;0,00
2830;Sisäänkäyntitasot ja -katokset;2830321;PS: Ulkop.RV-laatta TB 80..100 , ER50, Vahvennos reunassa 500/500;14,49;m2;;0,00;0,00;0,00;0,00;0,00;NaN;0,00;2.223e+03;4.840e+03;0,36
4520;Kipsialakatot;45202014;Alaslaskun kipsilevytys, 13mm kipsilevy;403,15;m2;0,000;0,00;0,00;NaN;1 501,92;0,00;0,00;0,00;0,00;0,00;1871,34
4700;Kaiteet ja parvekelasitukset;47005070;Käsijohde Porraselementti Elemento 1;0,00;jm;0,000;0,00;;0,00;0,00;0,00;NaN;;0,00;0,00;0,00
1200;Maankaivu;12006013;Liikennealueen Kantava kerros, tiivistetyt kuutiot;447,34;m3;;1 622,77;0,00;13,17;;5,40;;0,00;0,00;;3 546,36
3150;Porraselementit;31505013;Porraselementti Elemento 1;5,00;kpl;0,000;0,00;0,00;2 640,00;13 200,00;0,00;0,00;0,00;0,00;0,00;13 200,00
4530;Kipsihormit;45302302;Hormien seinät (66+2x13) ALIURAKKANA;269,35;m2;0,000;0,00;0,00;NaN;3 132,68;26,00;7 003,21;0,00;0,00;0,00;955649515.66
3120;Ontelo-, Massiivi- ja tulppalaatat;3120221;PS: Ontelolaatta O32 / O37 + O37K / 2O37 + 2O37K Yhteensä 381 kpl;2 596,89;m2;NaN;0,00;0,00;NaN;1992.65;0,00;-2198,41;0,00;;;
8400;Työkalut ja -välineet;84004002;Vuokrakoneet vuokraamosta;3 307,50;brm2;;;0,00;0,00;0,00;0,00;0,00;-3.559e+03;20 461,00;;59 651,13
5530;Julkisivun pellitykset ja metalliverhoukset;55307320;SP-valokuiluikkunan pellitykset;1,00;kpl;0,000;0,00;NaN;;0,00;150,00;-87,14;NaN;NaN;;150,00
5540;Julkisivumuuraus;55401020;Julkisivumuuraus 135mm RT60;189,41;m2;0,000;0,00;;61,58;11 664,63;NaN;13 523,79;0,00;0,00;;947944213.18
2500;VSS-rakenteet;2500120;VSS-Ulkoseinät 300mm;82,17;m2;0,000;;0,00;0,00;0,00;;;;0,00;0,00;0,00
4510;Kipsiväliseinät;45104070;Kevyt väliseinä (13+95+13) Jakotukki ja Ryhmäkeskus seinä ERISTETTY;155,15;m2;0,000;0,00;0,00;NaN;2 631,45;22,00;;;0,00;0,00;6 044,76
5560;Julkisivun puu- ja levyverhoukset;55602018;Tuuletuskoolauksen roppauslisä eristeen läpi;39,40;m2;;3,99;;NaN;NaN;NaN;0,00;0,00;NaN;0,00;184,79
9110;Työjohdon palkat & kustannusten korvaukset;91101103;Projektinjohto;0,00;kk;0,000;0,00;0,00;0,00;0,00;NaN;0,00;0,00;NaN;NaN;0,00
5800;Maalaus- ja tasoitetyöt;5800201;Ulkoverhouksen maalaus;0,00;m2;0,000;0,00;0,00;0,00;0,00;3326.28;0,00;0,00;NaN;NaN;-798,35
1730;Asfaltointi;17301130;Asfalttibetoni AB 16/120, Valitse määrä!;523,38;m2;0,000;0,00;0,00;;0,00;12,50;6 542,24;;0,00;0,00;
5690;Mattolattiat pohjatöineen;56901050;Askeläänimuovimatto, Upofloor Estrad;143,38;m2;32,000;3,84;550,57;NaN;;NaN;5 326,43;0,00;0,00;0,00;5 877,00
2830;Sisäänkäyntitasot ja -katokset;28303271;Ulkop.-laatan betonointi;2,32;m3;-979,97;14,36;33,29;158,70;367,83;0,00;0,00;0,00;0,00;0,00;366,81
8170;Työturvallisuus;81701702;Rungon urakkamaksut, Työturvallisuus, kem2;3 307,50;m2;2,700;2,70;8 930,25;NaN;;;0,00;0,00;0,00;0,00;8 930,25
5110;Vesikattovarusteet, tikkaat yms.;5110101;Katon vesikattovarusteet;0,00;erä;0,000;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3500;Ulkoseinät;35001212;Ulkoseinän sisäverhous, 13mm kipsilevy;573,00;m2;0,000;0,00;0,00;2,81;1 608,41;;0,00;;0,00;0,00;4160,26
3120;Ontelo-, Massiivi- ja tulppalaatat;31202211;O32 Ontelolaatta TB320, O32= 64 kpl;444,00;m2;0,000;;0,00;47,00;20 868,00;-1182.18;NaN;0,00;0,00;2849,44;-20868
3700;Ullakko- ja kattorakenteet;3700701;YP1 : Pukkiristikkoyläpohja, Raakaponttilaudoitus;555,23;erä;0,000;;0,00;0,00;0,00;0,00;0,00;0,00;;;-752.81
2250;Sokkelielementit / sokkelikuorielementit;22501070;KE- Sokkelikuorielementtien asennus;12,00;kpl;38,000;64,60;775,20;;327,25;;0,00;;0,00;0,00;1735.66
5540;Julkisivumuuraus;55401026;4 krs muuratun kaiteen tuenta;0,00;jm;;0,00;-990,54;0,00;0,00;-746.57;;0,00;0,00;1.879e+03;0,00
2200;Anturat ja perusmuurit;2200423;PS: Perusmuurikorotus, H=1180, TB300, Pieliseinien alle;6,66;jm;0,000;0,00;NaN;0,00;;0,00;0,00;;0,00;-3296.61;0,12
4300;Puuovet;43009001;Sisäovien haalaus;176,00;kpl;0,000;0,00;0,00;0,00;0,00;;;;0,00;0,00;2 640,00
1800;Ulkovarusteet;1800101;ULKOPUOLISET PENKIT JA PÖYDÄT, TALOVARUSTEET;0,00;erä;0,000;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;;0,00
